2018-12-04	1.6291	0.30
2018-12-03	1.6242	3.33
2018-11-30	1.5718	0.91
2018-11-29	1.5577	-1.33
2018-11-28	1.5787	1.23
2018-11-27	1.5595	0.62
2018-11-26	1.5499	-0.64
2018-11-23	1.5599	-2.33
2018-11-22	1.5971	-0.38
2018-11-21	1.6032	0.24
2018-11-20	1.5994	-2.55
2018-11-19	1.6413	-0.22
2018-11-16	1.6449	0.34
2018-11-15	1.6393	1.17
2018-11-14	1.6204	-1.01
2018-11-13	1.6370	1.21
2018-11-12	1.6175	1.95
2018-11-09	1.5865	-0.79
2018-11-08	1.5992	-0.95
2018-11-07	1.6146	-0.46
2018-11-06	1.6220	-0.49
2018-11-05	1.6300	-0.68
2018-11-02	1.6411	4.13
2018-11-01	1.5760	1.23
2018-10-31	1.5569	1.92
2018-10-30	1.5276	0.73
2018-10-29	1.5165	-3.14
2018-10-26	1.5657	-0.96
2018-10-25	1.5809	-0.97
2018-10-24	1.5964	-1.27
2018-10-23	1.6169	-2.39
2018-10-22	1.6565	4.60
2018-10-19	1.5836	3.37
2018-10-18	1.5320	-2.45
2018-10-17	1.5705	0.24
2018-10-16	1.5667	-1.63
2018-10-15	1.5927	-1.55
2018-10-12	1.6177	1.61
2018-10-11	1.5921	-5.53
2018-10-10	1.6853	-0.37
2018-10-09	1.6916	-0.19
2018-10-08	1.6948	-4.72
2018-09-28	1.7787	0.96
2018-09-27	1.7617	-0.75
2018-09-26	1.7750	1.09
2018-09-25	1.7559	-0.71
2018-09-21	1.7685	2.40
2018-09-20	1.7270	-0.12
2018-09-19	1.7291	1.55
2018-09-18	1.7027	2.62
2018-09-17	1.6593	-1.55
2018-09-14	1.6855	-0.47
2018-09-13	1.6934	0.49
2018-09-12	1.6851	-1.01
2018-09-11	1.7023	-0.29
2018-09-10	1.7073	-1.90
2018-09-07	1.7403	-0.24
2018-09-06	1.7445	-1.36
2018-09-05	1.7686	-2.17
2018-09-04	1.8079	1.24
2018-09-03	1.7858	-0.04
2018-08-31	1.7865	-1.06
2018-08-30	1.8057	-1.12
2018-08-29	1.8261	-1.03
2018-08-28	1.8451	0.38
2018-08-27	1.8382	2.88
2018-08-24	1.7867	0.15
2018-08-23	1.7841	0.60
2018-08-22	1.7735	-0.72
2018-08-21	1.7864	2.27
2018-08-20	1.7468	0.36
2018-08-17	1.7406	-2.63
2018-08-16	1.7877	-1.25
2018-08-15	1.8103	-2.31
2018-08-14	1.8531	-0.23
2018-08-13	1.8573	0.51
2018-08-10	1.8479	0.53
2018-08-09	1.8382	3.04
2018-08-08	1.7839	-2.14
2018-08-07	1.8230	3.24
2018-08-06	1.7658	-2.71
2018-08-03	1.8150	-2.34
2018-08-02	1.8585	-1.42
2018-08-01	1.8852	-1.12
2018-07-31	1.9066	-0.46
2018-07-30	1.9155	-1.15
2018-07-27	1.9377	-0.59
2018-07-26	1.9492	-2.08
2018-07-25	1.9907	0.49
2018-07-24	1.9810	1.54
2018-07-23	1.9510	-1.69
2018-07-20	1.9846	0.81
2018-07-19	1.9686	-0.50
2018-07-18	1.9784	-0.87
2018-07-17	1.9957	-0.39
2018-07-16	2.0035	-0.06
2018-07-13	2.0048	2.04
2018-07-12	1.9648	3.00
2018-07-11	1.9075	-1.21
2018-07-10	1.9309	0.45
2018-07-09	1.9222	2.32
2018-07-06	1.8787	0.52
2018-07-05	1.8690	-1.87
2018-07-04	1.9046	-1.03
2018-07-03	1.9245	0.24
2018-07-02	1.9198	-1.41
2018-06-29	1.9472	3.96
2018-06-28	1.8731	-0.39
2018-06-27	1.8804	-2.73
2018-06-26	1.9332	-0.17
2018-06-25	1.9364	-0.97
2018-06-22	1.9554	0.80
2018-06-21	1.9399	-1.42
2018-06-20	1.9678	1.72
2018-06-19	1.9345	-4.33
